#;UUID;Signal;Event time;Value type;Text;BigInt;Timestamp;Double
34.2;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A268;02.10.2025 11:28;11;1;1;;
34.3;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A269;02.10.2025 11:28;11;0;0;;
34.4;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A257;02.10.2025 11:28;11;0;0;;
34.5;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A258;02.10.2025 11:28;11;0;0;;
34.6;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A272;02.10.2025 11:28;11;0;0;;
34.7;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A273;02.10.2025 11:28;17;527.41;;;527.41
34.8;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A274;02.10.2025 11:28;17;-450.19;;;-450.19
34.9;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:28;17;379.14;;;379.14
34.10;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:28;17;379.14;;;379.14
35.1;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A270;02.10.2025 11:27;11;0;0;;
35.2;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A268;02.10.2025 11:27;11;1;1;;
35.3;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A269;02.10.2025 11:27;11;0;0;;
35.4;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A257;02.10.2025 11:27;11;0;0;;
35.5;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A258;02.10.2025 11:27;11;0;0;;
35.6;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A272;02.10.2025 11:27;11;0;0;;
35.7;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A273;02.10.2025 11:27;17;527.41;;;527.41
35.8;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A274;02.10.2025 11:27;17;-450.19;;;-450.19
35.9;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:27;17;379.14;;;379.14
35.10;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:27;17;379.14;;;379.14
36.1;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A270;02.10.2025 11:27;11;0;0;;
36.2;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A268;02.10.2025 11:27;11;1;1;;
36.3;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A269;02.10.2025 11:27;11;0;0;;
36.4;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A257;02.10.2025 11:27;11;0;0;;
36.5;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A258;02.10.2025 11:27;11;0;0;;
36.6;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A272;02.10.2025 11:27;11;0;0;;
36.7;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A273;02.10.2025 11:27;17;527.41;;;527.41
36.8;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A274;02.10.2025 11:27;17;-450.19;;;-450.19
36.9;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:27;17;379.14;;;379.14
36.10;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:27;17;379.14;;;379.14
37.1;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A270;02.10.2025 11:27;11;0;0;;
37.2;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A268;02.10.2025 11:27;11;1;1;;
37.3;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A269;02.10.2025 11:27;11;0;0;;
37.4;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A257;02.10.2025 11:27;11;0;0;;
37.5;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A258;02.10.2025 11:27;11;0;0;;
37.6;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A272;02.10.2025 11:27;11;0;0;;
37.7;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A273;02.10.2025 11:27;17;527.41;;;527.41
37.8;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A274;02.10.2025 11:27;17;-450.19;;;-450.19
37.9;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:27;17;379.14;;;379.14
37.10;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:27;17;379.14;;;379.14
38.1;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A270;02.10.2025 11:27;11;0;0;;
38.2;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A268;02.10.2025 11:27;11;1;1;;
38.3;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A269;02.10.2025 11:27;11;0;0;;
38.4;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A257;02.10.2025 11:27;11;0;0;;
38.5;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A258;02.10.2025 11:27;11;0;0;;
38.6;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A272;02.10.2025 11:27;11;0;0;;
38.7;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A273;02.10.2025 11:27;17;527.41;;;527.41
38.8;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A274;02.10.2025 11:27;17;-450.19;;;-450.19
38.9;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:27;17;379.14;;;379.14
38.10;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:27;17;379.14;;;379.14
39.1;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A270;02.10.2025 11:27;11;0;0;;
39.2;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A268;02.10.2025 11:27;11;1;1;;
39.3;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A269;02.10.2025 11:27;11;0;0;;
39.4;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A257;02.10.2025 11:27;11;0;0;;
39.5;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A258;02.10.2025 11:27;11;0;0;;
39.6;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A272;02.10.2025 11:27;11;0;0;;
39.7;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A273;02.10.2025 11:27;17;527.41;;;527.41
39.8;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A274;02.10.2025 11:27;17;-450.19;;;-450.19
39.9;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:27;17;379.14;;;379.14
39.10;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:27;17;379.14;;;379.14
40.1;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A270;02.10.2025 11:27;11;0;0;;
40.2;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A268;02.10.2025 11:27;11;1;1;;
40.3;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A269;02.10.2025 11:27;11;0;0;;
40.4;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A257;02.10.2025 11:27;11;0;0;;
40.5;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A258;02.10.2025 11:27;11;0;0;;
40.6;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A272;02.10.2025 11:27;11;0;0;;
40.7;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A273;02.10.2025 11:27;17;527.41;;;527.41
40.8;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A274;02.10.2025 11:27;17;-450.19;;;-450.19
40.9;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:27;17;379.14;;;379.14
40.10;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:27;17;379.14;;;379.14
41.1;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A270;02.10.2025 11:26;11;0;0;;
41.2;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A268;02.10.2025 11:26;11;1;1;;
41.3;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A269;02.10.2025 11:26;11;0;0;;
41.4;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A257;02.10.2025 11:26;11;0;0;;
41.5;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A258;02.10.2025 11:26;11;0;0;;
41.6;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A272;02.10.2025 11:26;11;0;0;;
41.7;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A273;02.10.2025 11:26;17;527.41;;;527.41
41.8;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A274;02.10.2025 11:26;17;-450.19;;;-450.19
41.9;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:26;17;379.14;;;379.14
41.10;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:26;17;379.14;;;379.14
42.1;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A270;02.10.2025 11:26;11;0;0;;
42.2;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A268;02.10.2025 11:26;11;1;1;;
42.3;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A269;02.10.2025 11:26;11;0;0;;
42.4;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A257;02.10.2025 11:26;11;0;0;;
42.5;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A258;02.10.2025 11:26;11;0;0;;
42.6;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A272;02.10.2025 11:26;11;0;0;;
42.7;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A273;02.10.2025 11:26;17;527.41;;;527.41
42.8;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A274;02.10.2025 11:26;17;-450.19;;;-450.19
42.9;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:26;17;379.14;;;379.14
42.10;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:26;17;379.14;;;379.14
43.1;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A270;02.10.2025 11:26;11;0;0;;
43.2;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A268;02.10.2025 11:26;11;1;1;;
43.3;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A269;02.10.2025 11:26;11;0;0;;
43.4;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A257;02.10.2025 11:26;11;0;0;;
43.5;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A258;02.10.2025 11:26;11;0;0;;
43.6;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A272;02.10.2025 11:26;11;0;0;;
43.7;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A273;02.10.2025 11:26;17;527.41;;;527.41
43.8;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A274;02.10.2025 11:26;17;-450.19;;;-450.19
43.9;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:26;17;379.14;;;379.14
43.10;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:26;17;379.14;;;379.14
44.1;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A270;02.10.2025 11:26;11;0;0;;
44.2;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A268;02.10.2025 11:26;11;1;1;;
44.3;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A269;02.10.2025 11:26;11;0;0;;
44.4;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A257;02.10.2025 11:26;11;0;0;;
44.5;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A258;02.10.2025 11:26;11;0;0;;
44.6;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A272;02.10.2025 11:26;11;0;0;;
44.7;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A273;02.10.2025 11:26;17;527.41;;;527.41
44.8;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A274;02.10.2025 11:26;17;-450.19;;;-450.19
44.9;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:26;17;379.14;;;379.14
44.10;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:26;17;379.14;;;379.14
45.1;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A270;02.10.2025 11:26;11;0;0;;
45.2;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A268;02.10.2025 11:26;11;1;1;;
45.3;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A269;02.10.2025 11:26;11;0;0;;
45.4;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A257;02.10.2025 11:26;11;0;0;;
45.5;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A258;02.10.2025 11:26;11;0;0;;
45.6;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A272;02.10.2025 11:26;11;0;0;;
45.7;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A273;02.10.2025 11:26;17;527.41;;;527.41
45.8;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A274;02.10.2025 11:26;17;-450.19;;;-450.19
45.9;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:26;17;379.14;;;379.14
45.10;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:26;17;379.14;;;379.14
46.1;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A270;02.10.2025 11:26;11;0;0;;
46.2;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A268;02.10.2025 11:26;11;1;1;;
46.3;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A269;02.10.2025 11:26;11;0;0;;
46.4;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A257;02.10.2025 11:26;11;0;0;;
46.5;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A258;02.10.2025 11:26;11;0;0;;
46.6;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A272;02.10.2025 11:26;11;0;0;;
46.7;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A273;02.10.2025 11:26;17;527.41;;;527.41
46.8;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A274;02.10.2025 11:26;17;-450.19;;;-450.19
46.9;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:26;17;379.14;;;379.14
46.10;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:26;17;379.14;;;379.14
47.1;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A270;02.10.2025 11:25;11;0;0;;
47.2;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A268;02.10.2025 11:25;11;1;1;;
47.3;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A269;02.10.2025 11:25;11;0;0;;
47.4;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A257;02.10.2025 11:25;11;0;0;;
47.5;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A258;02.10.2025 11:25;11;0;0;;
47.6;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A272;02.10.2025 11:25;11;0;0;;
47.7;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A273;02.10.2025 11:25;17;527.41;;;527.41
47.8;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A274;02.10.2025 11:25;17;-450.19;;;-450.19
47.9;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:25;17;379.14;;;379.14
47.10;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:25;17;379.14;;;379.14
48.1;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A270;02.10.2025 11:25;11;0;0;;
48.2;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A268;02.10.2025 11:25;11;1;1;;
48.3;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A269;02.10.2025 11:25;11;0;0;;
48.4;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A257;02.10.2025 11:25;11;0;0;;
48.5;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A258;02.10.2025 11:25;11;0;0;;
48.6;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A272;02.10.2025 11:25;11;0;0;;
48.7;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A273;02.10.2025 11:25;17;527.41;;;527.41
48.8;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A274;02.10.2025 11:25;17;-450.19;;;-450.19
48.9;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:25;17;379.14;;;379.14
48.10;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:25;17;379.14;;;379.14
49.1;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A270;02.10.2025 11:25;11;0;0;;
49.2;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A268;02.10.2025 11:25;11;1;1;;
49.3;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A269;02.10.2025 11:25;11;0;0;;
49.4;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A257;02.10.2025 11:25;11;0;0;;
49.5;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A258;02.10.2025 11:25;11;0;0;;
49.6;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A272;02.10.2025 11:25;11;0;0;;
49.7;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A273;02.10.2025 11:25;17;527.41;;;527.41
49.8;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A274;02.10.2025 11:25;17;-450.19;;;-450.19
49.9;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:25;17;379.14;;;379.14
49.10;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:25;17;379.14;;;379.14
50.1;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A270;02.10.2025 11:25;11;0;0;;
50.2;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A268;02.10.2025 11:25;11;1;1;;
50.3;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A269;02.10.2025 11:25;11;0;0;;
50.4;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A257;02.10.2025 11:25;11;0;0;;
50.5;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A258;02.10.2025 11:25;11;0;0;;
50.6;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A272;02.10.2025 11:25;11;0;0;;
50.7;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A273;02.10.2025 11:25;17;527.41;;;527.41
50.8;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A274;02.10.2025 11:25;17;-450.19;;;-450.19
50.9;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:25;17;379.14;;;379.14
50.10;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:25;17;379.14;;;379.14
51.1;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A270;02.10.2025 11:25;11;0;0;;
51.2;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A268;02.10.2025 11:25;11;1;1;;
51.3;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A269;02.10.2025 11:25;11;0;0;;
51.4;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A257;02.10.2025 11:25;11;0;0;;
51.5;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A258;02.10.2025 11:25;11;0;0;;
51.6;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A272;02.10.2025 11:25;11;0;0;;
51.7;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A273;02.10.2025 11:25;17;527.41;;;527.41
51.8;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A274;02.10.2025 11:25;17;-450.19;;;-450.19
51.9;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:25;17;379.14;;;379.14
51.10;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:25;17;379.14;;;379.14
52.1;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A270;02.10.2025 11:25;11;0;0;;
52.2;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A268;02.10.2025 11:25;11;1;1;;
52.3;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A269;02.10.2025 11:25;11;0;0;;
52.4;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A257;02.10.2025 11:25;11;0;0;;
52.5;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A258;02.10.2025 11:25;11;0;0;;
52.6;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A272;02.10.2025 11:25;11;0;0;;
52.7;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A273;02.10.2025 11:25;17;527.41;;;527.41
52.8;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A274;02.10.2025 11:25;17;-450.19;;;-450.19
52.9;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:25;17;379.14;;;379.14
52.10;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:25;17;379.14;;;379.14
53.1;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A270;02.10.2025 11:24;11;0;0;;
53.2;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A268;02.10.2025 11:24;11;1;1;;
53.3;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A269;02.10.2025 11:24;11;0;0;;
53.4;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A257;02.10.2025 11:24;11;0;0;;
53.5;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A258;02.10.2025 11:24;11;0;0;;
53.6;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A272;02.10.2025 11:24;11;0;0;;
53.7;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A273;02.10.2025 11:24;17;527.41;;;527.41
53.8;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A274;02.10.2025 11:24;17;-450.19;;;-450.19
53.9;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:24;17;379.14;;;379.14
53.10;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:24;17;379.14;;;379.14
54.1;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A270;02.10.2025 11:24;11;0;0;;
54.2;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A268;02.10.2025 11:24;11;1;1;;
54.3;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A269;02.10.2025 11:24;11;0;0;;
54.4;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A257;02.10.2025 11:24;11;0;0;;
54.5;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A258;02.10.2025 11:24;11;0;0;;
54.6;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A272;02.10.2025 11:24;11;0;0;;
54.7;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A273;02.10.2025 11:24;17;527.41;;;527.41
54.8;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A274;02.10.2025 11:24;17;-450.19;;;-450.19
54.9;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:24;17;379.14;;;379.14
54.10;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:24;17;379.14;;;379.14
55.1;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A270;02.10.2025 11:24;11;0;0;;
55.2;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A268;02.10.2025 11:24;11;1;1;;
55.3;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A269;02.10.2025 11:24;11;0;0;;
55.4;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A257;02.10.2025 11:24;11;0;0;;
55.5;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A258;02.10.2025 11:24;11;0;0;;
55.6;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A272;02.10.2025 11:24;11;0;0;;
55.7;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A273;02.10.2025 11:24;17;527.41;;;527.41
55.8;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A274;02.10.2025 11:24;17;-450.19;;;-450.19
55.9;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:24;17;379.14;;;379.14
55.10;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:24;17;379.14;;;379.14
56.1;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A270;02.10.2025 11:24;11;0;0;;
56.2;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A268;02.10.2025 11:24;11;1;1;;
56.3;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A269;02.10.2025 11:24;11;0;0;;
56.4;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A257;02.10.2025 11:24;11;0;0;;
56.5;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A258;02.10.2025 11:24;11;0;0;;
56.6;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A272;02.10.2025 11:24;11;0;0;;
56.7;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A273;02.10.2025 11:24;17;527.41;;;527.41
56.8;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A274;02.10.2025 11:24;17;-450.19;;;-450.19
56.9;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:24;17;379.14;;;379.14
56.10;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:24;17;379.14;;;379.14
57.1;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A270;02.10.2025 11:24;11;0;0;;
57.2;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A268;02.10.2025 11:24;11;1;1;;
57.3;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A269;02.10.2025 11:24;11;0;0;;
57.4;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A257;02.10.2025 11:24;11;0;0;;
57.5;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A258;02.10.2025 11:24;11;0;0;;
57.6;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A272;02.10.2025 11:24;11;0;0;;
57.7;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A273;02.10.2025 11:24;17;527.41;;;527.41
57.8;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A274;02.10.2025 11:24;17;-450.19;;;-450.19
57.9;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:24;17;379.14;;;379.14
57.10;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:24;17;379.14;;;379.14
58.1;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A270;02.10.2025 11:24;11;0;0;;
58.2;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A268;02.10.2025 11:24;11;1;1;;
58.3;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A269;02.10.2025 11:24;11;0;0;;
58.4;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A257;02.10.2025 11:24;11;0;0;;
58.5;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A258;02.10.2025 11:24;11;0;0;;
58.6;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A272;02.10.2025 11:24;11;0;0;;
