#;UUID;Signal;Event time;Value type;Text;BigInt;Timestamp;Double
189.2;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A268;02.10.2025 11:02;11;1;1;;
189.3;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A269;02.10.2025 11:02;11;0;0;;
189.4;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A257;02.10.2025 11:02;11;0;0;;
189.5;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A258;02.10.2025 11:02;11;0;0;;
189.6;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A272;02.10.2025 11:02;11;0;0;;
189.7;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A273;02.10.2025 11:02;17;527.41;;;527.41
189.8;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A274;02.10.2025 11:02;17;-450.19;;;-450.19
189.9;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:02;17;379.14;;;379.14
189.10;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:02;17;379.14;;;379.14
190.1;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A270;02.10.2025 11:02;11;0;0;;
190.2;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A268;02.10.2025 11:02;11;1;1;;
190.3;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A269;02.10.2025 11:02;11;0;0;;
190.4;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A257;02.10.2025 11:02;11;0;0;;
190.5;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A258;02.10.2025 11:02;11;0;0;;
190.6;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A272;02.10.2025 11:02;11;0;0;;
190.7;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A273;02.10.2025 11:02;17;527.41;;;527.41
190.8;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A274;02.10.2025 11:02;17;-450.19;;;-450.19
190.9;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:02;17;379.14;;;379.14
190.10;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:02;17;379.14;;;379.14
191.1;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A270;02.10.2025 11:01;11;0;0;;
191.2;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A268;02.10.2025 11:01;11;1;1;;
191.3;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A269;02.10.2025 11:01;11;0;0;;
191.4;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A257;02.10.2025 11:01;11;0;0;;
191.5;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A258;02.10.2025 11:01;11;0;0;;
191.6;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A272;02.10.2025 11:01;11;0;0;;
191.7;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A273;02.10.2025 11:01;17;527.41;;;527.41
191.8;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A274;02.10.2025 11:01;17;-450.19;;;-450.19
191.9;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:01;17;379.14;;;379.14
191.10;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:01;17;379.14;;;379.14
192.1;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A270;02.10.2025 11:01;11;0;0;;
192.2;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A268;02.10.2025 11:01;11;1;1;;
192.3;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A269;02.10.2025 11:01;11;0;0;;
192.4;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A257;02.10.2025 11:01;11;0;0;;
192.5;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A258;02.10.2025 11:01;11;0;0;;
192.6;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A272;02.10.2025 11:01;11;0;0;;
192.7;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A273;02.10.2025 11:01;17;527.41;;;527.41
192.8;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A274;02.10.2025 11:01;17;-450.19;;;-450.19
192.9;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:01;17;379.14;;;379.14
192.10;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:01;17;379.14;;;379.14
193.1;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A270;02.10.2025 11:01;11;0;0;;
193.2;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A268;02.10.2025 11:01;11;1;1;;
193.3;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A269;02.10.2025 11:01;11;0;0;;
193.4;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A257;02.10.2025 11:01;11;0;0;;
193.5;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A258;02.10.2025 11:01;11;0;0;;
193.6;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A272;02.10.2025 11:01;11;0;0;;
193.7;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A273;02.10.2025 11:01;17;527.41;;;527.41
193.8;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A274;02.10.2025 11:01;17;-450.19;;;-450.19
193.9;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:01;17;379.14;;;379.14
193.10;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:01;17;379.14;;;379.14
194.1;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A270;02.10.2025 11:01;11;0;0;;
194.2;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A268;02.10.2025 11:01;11;1;1;;
194.3;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A269;02.10.2025 11:01;11;0;0;;
194.4;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A257;02.10.2025 11:01;11;0;0;;
194.5;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A258;02.10.2025 11:01;11;0;0;;
194.6;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A272;02.10.2025 11:01;11;0;0;;
194.7;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A273;02.10.2025 11:01;17;527.41;;;527.41
194.8;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A274;02.10.2025 11:01;17;-450.19;;;-450.19
194.9;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:01;17;379.14;;;379.14
194.10;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:01;17;379.14;;;379.14
195.1;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A270;02.10.2025 11:01;11;0;0;;
195.2;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A268;02.10.2025 11:01;11;1;1;;
195.3;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A269;02.10.2025 11:01;11;0;0;;
195.4;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A257;02.10.2025 11:01;11;0;0;;
195.5;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A258;02.10.2025 11:01;11;0;0;;
195.6;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A272;02.10.2025 11:01;11;0;0;;
195.7;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A273;02.10.2025 11:01;17;527.41;;;527.41
195.8;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A274;02.10.2025 11:01;17;-450.19;;;-450.19
195.9;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:01;17;379.14;;;379.14
195.10;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:01;17;379.14;;;379.14
196.1;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A270;02.10.2025 11:01;11;0;0;;
196.2;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A268;02.10.2025 11:01;11;1;1;;
196.3;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A269;02.10.2025 11:01;11;0;0;;
196.4;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A257;02.10.2025 11:01;11;0;0;;
196.5;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A258;02.10.2025 11:01;11;0;0;;
196.6;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A272;02.10.2025 11:01;11;0;0;;
196.7;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A273;02.10.2025 11:01;17;527.41;;;527.41
196.8;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A274;02.10.2025 11:01;17;-450.19;;;-450.19
196.9;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:01;17;379.14;;;379.14
196.10;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:01;17;379.14;;;379.14
197.1;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A270;02.10.2025 11:00;11;0;0;;
197.2;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A268;02.10.2025 11:00;11;1;1;;
197.3;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A269;02.10.2025 11:00;11;0;0;;
197.4;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A257;02.10.2025 11:00;11;0;0;;
197.5;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A258;02.10.2025 11:00;11;0;0;;
197.6;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A272;02.10.2025 11:00;11;0;0;;
197.7;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A273;02.10.2025 11:00;17;527.41;;;527.41
197.8;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A274;02.10.2025 11:00;17;-450.19;;;-450.19
197.9;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:00;17;379.14;;;379.14
197.10;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:00;17;379.14;;;379.14
198.1;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A270;02.10.2025 11:00;11;0;0;;
198.2;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A268;02.10.2025 11:00;11;1;1;;
198.3;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A269;02.10.2025 11:00;11;0;0;;
198.4;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A257;02.10.2025 11:00;11;0;0;;
198.5;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A258;02.10.2025 11:00;11;0;0;;
198.6;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A272;02.10.2025 11:00;11;0;0;;
198.7;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A273;02.10.2025 11:00;17;527.41;;;527.41
198.8;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A274;02.10.2025 11:00;17;-450.19;;;-450.19
198.9;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:00;17;379.14;;;379.14
198.10;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:00;17;379.14;;;379.14
199.1;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A270;02.10.2025 11:00;11;0;0;;
199.2;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A268;02.10.2025 11:00;11;1;1;;
199.3;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A269;02.10.2025 11:00;11;0;0;;
199.4;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A257;02.10.2025 11:00;11;0;0;;
199.5;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A258;02.10.2025 11:00;11;0;0;;
199.6;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A272;02.10.2025 11:00;11;0;0;;
199.7;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A273;02.10.2025 11:00;17;527.41;;;527.41
199.8;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A274;02.10.2025 11:00;17;-450.19;;;-450.19
199.9;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:00;17;379.14;;;379.14
199.10;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:00;17;379.14;;;379.14
200.1;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A270;02.10.2025 11:00;11;0;0;;
200.2;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A268;02.10.2025 11:00;11;1;1;;
200.3;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A269;02.10.2025 11:00;11;0;0;;
200.4;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A257;02.10.2025 11:00;11;0;0;;
200.5;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A258;02.10.2025 11:00;11;0;0;;
200.6;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A272;02.10.2025 11:00;11;0;0;;
200.7;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A273;02.10.2025 11:00;17;527.41;;;527.41
200.8;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A274;02.10.2025 11:00;17;-450.19;;;-450.19
200.9;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:00;17;379.14;;;379.14
200.10;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:00;17;379.14;;;379.14
201.1;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A270;02.10.2025 11:00;11;0;0;;
201.2;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A268;02.10.2025 11:00;11;1;1;;
201.3;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A269;02.10.2025 11:00;11;0;0;;
201.4;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A257;02.10.2025 11:00;11;0;0;;
201.5;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A258;02.10.2025 11:00;11;0;0;;
201.6;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A272;02.10.2025 11:00;11;0;0;;
201.7;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A273;02.10.2025 11:00;17;527.41;;;527.41
201.8;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A274;02.10.2025 11:00;17;-450.19;;;-450.19
201.9;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:00;17;379.14;;;379.14
201.10;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:00;17;379.14;;;379.14
202.1;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A270;02.10.2025 11:00;11;0;0;;
202.2;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A268;02.10.2025 11:00;11;1;1;;
202.3;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A269;02.10.2025 11:00:06.099;11;0;0;;
202.4;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A257;02.10.2025 11:00:06.093;11;0;0;;
202.5;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A258;02.10.2025 11:00:06.093;11;0;0;;
202.6;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A272;02.10.2025 11:00:06.089;11;0;0;;
202.7;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A273;02.10.2025 11:00:06.089;17;527.41;;;527.41
202.8;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A274;02.10.2025 11:00:06.084;17;-450.19;;;-450.19
202.9;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:00:06.076;17;379.14;;;379.14
202.10;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 11:00:06.076;17;379.14;;;379.14
203.1;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A270;02.10.2025 10:59;11;0;0;;
203.2;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A268;02.10.2025 10:59:56.092;11;1;1;;
203.3;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A269;02.10.2025 10:59:56.088;11;0;0;;
203.4;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A257;02.10.2025 10:59:56.082;11;0;0;;
203.5;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A258;02.10.2025 10:59:56.082;11;0;0;;
203.6;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A272;02.10.2025 10:59:56.078;11;0;0;;
203.7;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A273;02.10.2025 10:59:56.078;17;527.41;;;527.41
203.8;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A274;02.10.2025 10:59:56.074;17;-450.19;;;-450.19
203.9;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 10:59:56.067;17;379.14;;;379.14
203.10;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 10:59:56.067;17;379.14;;;379.14
204.1;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A270;02.10.2025 10:59;11;0;0;;
204.2;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A268;02.10.2025 10:59:46.090;11;1;1;;
204.3;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A269;02.10.2025 10:59:46.088;11;0;0;;
204.4;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A257;02.10.2025 10:59:46.082;11;0;0;;
204.5;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A258;02.10.2025 10:59:46.082;11;0;0;;
204.6;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A272;02.10.2025 10:59:46.077;11;0;0;;
204.7;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A273;02.10.2025 10:59:46.077;17;527.41;;;527.41
204.8;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A274;02.10.2025 10:59:46.073;17;-450.19;;;-450.19
204.9;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 10:59:46.066;17;379.14;;;379.14
204.10;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 10:59:46.066;17;379.14;;;379.14
205.1;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A270;02.10.2025 10:59:36.048;11;0;0;;
205.2;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A268;02.10.2025 10:59:36.029;11;1;1;;
205.3;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A269;02.10.2025 10:59:36.025;11;0;0;;
205.4;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A257;02.10.2025 10:59:36.022;11;0;0;;
205.5;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A258;02.10.2025 10:59:36.022;11;0;0;;
205.6;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A272;02.10.2025 10:59:36.015;11;0;0;;
205.7;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A273;02.10.2025 10:59:36.015;17;527.41;;;527.41
205.8;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A274;02.10.2025 10:59:36.012;17;-450.19;;;-450.19
205.9;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 10:59:36.004;17;379.14;;;379.14
205.10;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 10:59:36.004;17;379.14;;;379.14
206.1;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A270;02.10.2025 10:59:26.076;11;0;0;;
206.2;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A268;02.10.2025 10:59:26.057;11;1;1;;
206.3;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A269;02.10.2025 10:59:26.054;11;0;0;;
206.4;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A257;02.10.2025 10:59:26.050;11;0;0;;
206.5;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A258;02.10.2025 10:59:26.050;11;0;0;;
206.6;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A272;02.10.2025 10:59:26.045;11;0;0;;
206.7;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A273;02.10.2025 10:59:26.045;17;527.41;;;527.41
206.8;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A274;02.10.2025 10:59:26.040;17;-450.19;;;-450.19
206.9;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 10:59:26.033;17;379.14;;;379.14
206.10;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 10:59:26.033;17;379.14;;;379.14
207.1;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A270;02.10.2025 10:59:16.076;11;0;0;;
207.2;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A268;02.10.2025 10:59:16.057;11;1;1;;
207.3;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A269;02.10.2025 10:59:16.054;11;0;0;;
207.4;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A257;02.10.2025 10:59:16.048;11;0;0;;
207.5;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A258;02.10.2025 10:59:16.048;11;0;0;;
207.6;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A272;02.10.2025 10:59:16.045;11;0;0;;
207.7;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A273;02.10.2025 10:59:16.045;17;527.41;;;527.41
207.8;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A274;02.10.2025 10:59:16.042;17;-450.19;;;-450.19
207.9;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 10:59:16.034;17;379.14;;;379.14
207.10;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 10:59:16.034;17;379.14;;;379.14
208.1;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A270;02.10.2025 10:59:06.035;11;0;0;;
208.2;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A268;02.10.2025 10:59:06.016;11;1;1;;
208.3;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A269;02.10.2025 10:59:06.012;11;0;0;;
208.4;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A257;02.10.2025 10:59:06.006;11;0;0;;
208.5;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A258;02.10.2025 10:59:06.006;11;0;0;;
208.6;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A272;02.10.2025 10:59:06.003;11;0;0;;
208.7;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A273;02.10.2025 10:59:06.003;17;527.41;;;527.41
208.8;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A274;02.10.2025 10:59:06.000;17;-450.19;;;-450.19
208.9;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 10:59;17;379.14;;;379.14
208.10;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 10:59;17;379.14;;;379.14
209.1;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A270;02.10.2025 10:58;11;0;0;;
209.2;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A268;02.10.2025 10:58;11;1;1;;
209.3;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A269;02.10.2025 10:58;11;0;0;;
209.4;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A257;02.10.2025 10:58;11;0;0;;
209.5;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A258;02.10.2025 10:58;11;0;0;;
209.6;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A272;02.10.2025 10:58;11;0;0;;
209.7;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A273;02.10.2025 10:58;17;527.41;;;527.41
209.8;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A274;02.10.2025 10:58;17;-450.19;;;-450.19
209.9;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 10:58;17;379.14;;;379.14
209.10;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 10:58;17;379.14;;;379.14
210.1;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A270;02.10.2025 10:58:46.019;11;0;0;;
210.2;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A268;02.10.2025 10:58;11;1;1;;
210.3;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A269;02.10.2025 10:58;11;0;0;;
210.4;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A257;02.10.2025 10:58;11;0;0;;
210.5;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A258;02.10.2025 10:58;11;0;0;;
210.6;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A272;02.10.2025 10:58;11;0;0;;
210.7;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A273;02.10.2025 10:58;17;527.41;;;527.41
210.8;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A274;02.10.2025 10:58;17;-450.19;;;-450.19
210.9;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 10:58;17;379.14;;;379.14
210.10;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 10:58;17;379.14;;;379.14
211.1;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A270;02.10.2025 10:58:36.082;11;0;0;;
211.2;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A268;02.10.2025 10:58:36.065;11;1;1;;
211.3;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A269;02.10.2025 10:58:36.062;11;0;0;;
211.4;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A257;02.10.2025 10:58:36.058;11;0;0;;
211.5;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A258;02.10.2025 10:58:36.058;11;0;0;;
211.6;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A272;02.10.2025 10:58:36.053;11;0;0;;
211.7;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A273;02.10.2025 10:58:36.053;17;527.41;;;527.41
211.8;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A274;02.10.2025 10:58:36.049;17;-450.19;;;-450.19
211.9;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 10:58:36.043;17;379.14;;;379.14
211.10;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 10:58:36.043;17;379.14;;;379.14
212.1;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A270;02.10.2025 10:58;11;0;0;;
212.2;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A268;02.10.2025 10:58;11;1;1;;
212.3;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A269;02.10.2025 10:58;11;0;0;;
212.4;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A257;02.10.2025 10:58;11;0;0;;
212.5;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A258;02.10.2025 10:58;11;0;0;;
212.6;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A272;02.10.2025 10:58;11;0;0;;
212.7;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A273;02.10.2025 10:58;17;527.41;;;527.41
212.8;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A274;02.10.2025 10:58;17;-450.19;;;-450.19
212.9;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 10:58;17;379.14;;;379.14
212.10;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A275;02.10.2025 10:58;17;379.14;;;379.14
213.1;BA24F253-FC3C-4B89-A069-2768EFC1FA1B;A270;02.10.2025 10:58;11;0;0;;
